breed_id,pet_id,gender,visit_age_years,visit_age_months,weight_kg,bcs_recorded,bcs_predicted,preventive_care_visit,healthy_pet_diagnosis,average_adult_breed_weight_kg,source_type
11,952588,F,0.585,7.02,19.686,,,Y,Y,35.91,real_public_processed_sample
11,952588,F,0.632,7.58,19.958,,,N,N,35.91,real_public_processed_sample
11,952589,MN,2.659,31.91,43.545,,,N,N,35.91,real_public_processed_sample
11,952590,M,0.21,2.52,8.074,,,Y,Y,35.91,real_public_processed_sample
11,952590,M,0.38,4.56,15.331,,,Y,Y,35.91,real_public_processed_sample
11,952590,M,0.437,5.24,15.059,,,Y,Y,35.91,real_public_processed_sample
11,952591,FS,0.133,1.6,3.719,,,Y,N,35.91,real_public_processed_sample
11,952591,FS,0.19,2.28,4.99,,,Y,Y,35.91,real_public_processed_sample
11,952591,FS,0.247,2.96,7.983,,,Y,N,35.91,real_public_processed_sample
11,952591,FS,0.267,3.2,9.979,,,N,N,35.91,real_public_processed_sample
11,952591,FS,0.305,3.66,12.519,,,Y,Y,35.91,real_public_processed_sample
11,952591,FS,0.363,4.36,12.973,,,Y,Y,35.91,real_public_processed_sample
11,952591,FS,0.494,5.93,17.237,,,N,N,35.91,real_public_processed_sample
11,952591,FS,0.524,6.29,18.869,,,N,Y,35.91,real_public_processed_sample
11,952591,FS,1.341,16.09,26.308,,,Y,Y,35.91,real_public_processed_sample
11,952591,FS,1.481,17.77,25.22,,,Y,Y,35.91,real_public_processed_sample
11,952592,M,0.059,0.71,1.361,,,Y,Y,35.91,real_public_processed_sample
11,952592,M,0.078,0.94,2.087,,,Y,Y,35.91,real_public_processed_sample
11,952592,M,0.117,1.4,4.173,,,Y,Y,35.91,real_public_processed_sample
11,952592,M,0.251,3.01,12.066,,,Y,Y,35.91,real_public_processed_sample
11,952592,M,0.267,3.2,13.154,,,N,N,35.91,real_public_processed_sample
11,952593,F,0.172,2.06,7.893,,,Y,Y,35.91,real_public_processed_sample
11,952594,F,0.172,2.06,7.167,,,Y,Y,35.91,real_public_processed_sample
11,952595,F,0.172,2.06,8.346,,,Y,Y,35.91,real_public_processed_sample
11,952596,M,0.172,2.06,8.255,,,Y,Y,35.91,real_public_processed_sample
11,952596,M,0.594,7.13,35.29,Heavy,,Y,N,35.91,real_public_processed_sample
11,952596,M,0.9,10.8,38.555,,,Y,Y,35.91,real_public_processed_sample
11,952596,M,1.248,14.98,42.91,,,Y,N,35.91,real_public_processed_sample
11,952597,F,2.002,24.02,20.502,Thin,,Y,N,35.91,real_public_processed_sample
11,952597,F,2.998,35.98,28.304,,,Y,N,35.91,real_public_processed_sample
11,952598,M,0.67,8.04,37.648,,,Y,N,35.91,real_public_processed_sample
11,952598,M,0.804,9.65,41.277,,,Y,N,35.91,real_public_processed_sample
11,952598,M,0.862,10.34,37.739,,,Y,N,35.91,real_public_processed_sample
11,952599,M,1.407,16.88,30.754,,,Y,N,35.91,real_public_processed_sample
11,952599,M,1.427,17.12,29.484,,,Y,N,35.91,real_public_processed_sample
11,952600,F,0.292,3.5,10.796,,,Y,Y,35.91,real_public_processed_sample
11,952600,F,0.361,4.33,14.606,,,Y,Y,35.91,real_public_processed_sample
11,952600,F,0.418,5.02,18.234,,,Y,Y,35.91,real_public_processed_sample
11,952600,F,0.476,5.71,20.865,,,Y,Y,35.91,real_public_processed_sample
11,952600,F,0.783,9.4,30.663,,,Y,Y,35.91,real_public_processed_sample
11,952600,F,1.023,12.28,34.473,,,Y,N,35.91,real_public_processed_sample
11,952600,F,1.314,15.77,34.382,,,Y,Y,35.91,real_public_processed_sample
11,952600,F,1.738,20.86,35.834,,,Y,N,35.91,real_public_processed_sample
11,952600,F,1.859,22.31,32.568,,,N,N,35.91,real_public_processed_sample
11,952600,F,1.872,22.46,32.84,,,N,N,35.91,real_public_processed_sample
11,952600,F,1.886,22.63,34.019,,,N,N,35.91,real_public_processed_sample
11,952601,M,0.314,3.77,15.059,,,Y,Y,35.91,real_public_processed_sample
11,952601,M,0.388,4.66,20.321,,,Y,Y,35.91,real_public_processed_sample
11,952601,M,0.445,5.34,24.04,,,Y,Y,35.91,real_public_processed_sample
11,952601,M,2.031,24.37,36.65,,Thin,Y,Y,35.91,real_public_processed_sample
11,952602,F,0.232,2.78,9.253,,,Y,Y,35.91,real_public_processed_sample
11,952603,M,0.336,4.03,28.123,,,Y,Y,35.91,real_public_processed_sample
11,952603,M,0.393,4.72,30.754,,,Y,Y,35.91,real_public_processed_sample
11,952603,M,0.451,5.41,33.384,,,Y,N,35.91,real_public_processed_sample
11,952603,M,0.53,6.36,37.104,,,Y,Y,35.91,real_public_processed_sample
11,952604,F,0.741,8.89,19.323,,,Y,N,35.91,real_public_processed_sample
11,952604,F,0.764,9.17,20.956,,,N,N,35.91,real_public_processed_sample
11,952604,F,0.771,9.25,20.775,,,N,N,35.91,real_public_processed_sample
11,952604,F,0.783,9.4,20.684,,,N,N,35.91,real_public_processed_sample
11,952604,F,0.809,9.71,23.315,,,N,N,35.91,real_public_processed_sample
11,952604,F,0.821,9.85,23.678,,,Y,N,35.91,real_public_processed_sample
11,952604,F,0.848,10.18,24.131,,,N,N,35.91,real_public_processed_sample
11,952604,F,0.886,10.63,24.131,,,N,N,35.91,real_public_processed_sample
11,952604,F,0.924,11.09,23.496,,,N,N,35.91,real_public_processed_sample
11,952604,F,0.93,11.16,23.859,,,Y,N,35.91,real_public_processed_sample
11,952604,F,0.95,11.4,24.313,,,N,N,35.91,real_public_processed_sample
11,952604,F,0.993,11.92,24.313,,,Y,N,35.91,real_public_processed_sample
11,952604,F,1.051,12.61,22.498,,,N,N,35.91,real_public_processed_sample
11,952604,F,1.114,13.37,26.308,,,N,Y,35.91,real_public_processed_sample
11,952604,F,1.226,14.71,26.399,,,N,N,35.91,real_public_processed_sample
11,952604,F,1.743,20.92,26.399,,,Y,N,35.91,real_public_processed_sample
11,952604,F,1.783,21.4,26.762,,,N,N,35.91,real_public_processed_sample
11,952604,F,1.827,21.92,26.036,,,N,N,35.91,real_public_processed_sample
11,952604,F,1.933,23.2,25.22,,,N,N,35.91,real_public_processed_sample
11,952605,F,0.256,3.07,10.251,,,N,N,35.91,real_public_processed_sample
11,952605,F,0.265,3.18,11.703,,,N,N,35.91,real_public_processed_sample
11,952606,M,0.287,3.44,11.612,,,Y,Y,35.91,real_public_processed_sample
11,952606,M,0.341,4.09,17.781,,,Y,Y,35.91,real_public_processed_sample
11,952606,M,0.404,4.85,21.5,,,Y,Y,35.91,real_public_processed_sample
11,952606,M,0.481,5.77,21.772,,,Y,Y,35.91,real_public_processed_sample
11,952606,M,0.533,6.4,28.032,,,N,N,35.91,real_public_processed_sample
11,952606,M,0.876,10.51,37.92,,,Y,N,35.91,real_public_processed_sample
11,952606,M,1.047,12.56,36.469,,,N,N,35.91,real_public_processed_sample
11,952606,M,1.067,12.8,36.832,,,N,N,35.91,real_public_processed_sample
11,952607,M,0.169,2.03,4.899,,,Y,Y,35.91,real_public_processed_sample
11,952607,M,0.227,2.72,6.985,,,Y,N,35.91,real_public_processed_sample
11,952607,M,0.229,2.75,6.985,,,Y,Y,35.91,real_public_processed_sample
11,952608,M,0.309,3.71,14.696,,,Y,Y,35.91,real_public_processed_sample
11,952609,MN,2.001,24.01,30.436,,,N,N,35.91,real_public_processed_sample
11,952609,MN,2.08,24.96,30.391,,,Y,N,35.91,real_public_processed_sample
11,952610,F,0.116,1.39,4.037,,,Y,Y,35.91,real_public_processed_sample
11,952610,F,0.146,1.75,5.761,,,N,N,35.91,real_public_processed_sample
11,952610,F,0.158,1.9,4.536,,,Y,Y,35.91,real_public_processed_sample
11,952610,F,0.196,2.35,7.303,,,Y,Y,35.91,real_public_processed_sample
11,952610,F,0.279,3.35,12.927,,,Y,Y,35.91,real_public_processed_sample
11,952611,F,1.996,23.95,29.62,,,Y,N,35.91,real_public_processed_sample
11,952612,M,0.253,3.04,10.523,,,Y,N,35.91,real_public_processed_sample
11,952612,M,0.261,3.13,11.34,,,Y,N,35.91,real_public_processed_sample
11,952612,M,0.533,6.4,29.393,,,Y,N,35.91,real_public_processed_sample
11,952613,M,0.503,6.04,29.393,,,Y,Y,35.91,real_public_processed_sample
11,952613,M,0.881,10.57,36.877,,,Y,Y,35.91,real_public_processed_sample
11,952614,M,0.193,2.32,6.214,,,Y,N,35.91,real_public_processed_sample
11,952614,M,0.555,6.66,26.762,,,Y,N,35.91,real_public_processed_sample
11,952615,M,0.254,3.05,15.876,,,Y,N,35.91,real_public_processed_sample
11,952616,M,0.905,10.86,32.341,,,Y,N,35.91,real_public_processed_sample
11,952616,M,1.442,17.3,39.916,,,Y,Y,35.91,real_public_processed_sample
11,952617,M,1.335,16.02,25.991,,,Y,N,35.91,real_public_processed_sample
11,952618,M,0.21,2.52,10.75,,,Y,Y,35.91,real_public_processed_sample
11,952618,M,0.306,3.67,18.416,,,Y,Y,35.91,real_public_processed_sample
11,952618,M,0.375,4.5,23.496,,,Y,N,35.91,real_public_processed_sample
11,952618,M,0.435,5.22,26.308,,,Y,N,35.91,real_public_processed_sample
11,952618,M,0.81,9.72,43.273,,,Y,Y,35.91,real_public_processed_sample
11,952618,M,1.067,12.8,44.906,,,Y,N,35.91,real_public_processed_sample
11,952618,M,1.5,18.0,45.994,,,Y,N,35.91,real_public_processed_sample
11,952619,M,0.21,2.52,10.705,,,Y,Y,35.91,real_public_processed_sample
11,952619,M,0.306,3.67,18.688,,,Y,Y,35.91,real_public_processed_sample
11,952619,M,0.375,4.5,22.952,,,Y,N,35.91,real_public_processed_sample
11,952619,M,0.435,5.22,25.673,,,Y,Y,35.91,real_public_processed_sample
11,952619,M,0.81,9.72,44.679,,,Y,Y,35.91,real_public_processed_sample
11,952619,M,1.067,12.8,45.722,,,Y,N,35.91,real_public_processed_sample
11,952619,M,1.174,14.09,45.405,,,Y,N,35.91,real_public_processed_sample
11,952619,M,1.5,18.0,45.541,,,Y,N,35.91,real_public_processed_sample
11,952620,M,0.165,1.98,6.441,,,Y,Y,35.91,real_public_processed_sample
11,952620,M,0.264,3.17,13.154,,,Y,N,35.91,real_public_processed_sample
11,952620,M,0.372,4.46,19.504,,,Y,Y,35.91,real_public_processed_sample
11,952620,M,0.387,4.64,19.641,,,N,N,35.91,real_public_processed_sample
11,952620,M,0.424,5.09,26.853,,,N,Y,35.91,real_public_processed_sample
11,952620,M,0.963,11.56,45.359,,,N,N,35.91,real_public_processed_sample
11,952621,M,0.538,6.46,23.224,,,Y,Y,35.91,real_public_processed_sample
11,952622,M,0.169,2.03,7.257,,,Y,Y,35.91,real_public_processed_sample
11,952622,M,0.435,5.22,20.185,,,Y,N,35.91,real_public_processed_sample
11,952623,M,0.253,3.04,13.789,,,Y,N,35.91,real_public_processed_sample
11,952624,MN,0.448,5.38,24.04,,,N,N,35.91,real_public_processed_sample
11,952625,M,0.199,2.39,7.257,,,Y,N,35.91,real_public_processed_sample
11,952625,M,0.251,3.01,10.841,,,Y,Y,35.91,real_public_processed_sample
11,952625,M,0.73,8.76,32.205,,,N,N,35.91,real_public_processed_sample
11,952625,M,0.749,8.99,33.248,,,N,Y,35.91,real_public_processed_sample
11,952625,M,0.914,10.97,33.022,,,N,N,35.91,real_public_processed_sample
11,952626,M,0.494,5.93,24.539,,,Y,Y,35.91,real_public_processed_sample
11,952627,M,0.1,1.2,2.948,,,Y,N,35.91,real_public_processed_sample
11,952628,F,0.495,5.94,17.01,,,Y,Y,35.91,real_public_processed_sample
11,952629,F,0.169,2.03,2.722,,,N,N,35.91,real_public_processed_sample
11,952630,M,0.33,3.96,11.34,,,Y,Y,35.91,real_public_processed_sample
11,952631,M,0.169,2.03,6.577,,,Y,Y,35.91,real_public_processed_sample
11,952632,M,0.136,1.63,4.128,,,Y,Y,35.91,real_public_processed_sample
11,952632,M,0.451,5.41,22.68,,,Y,N,35.91,real_public_processed_sample
11,952632,M,1.21,14.52,21.772,,,N,N,35.91,real_public_processed_sample
11,952633,M,2.001,24.01,32.387,,Thin,Y,N,35.91,real_public_processed_sample
11,952634,MN,0.261,3.13,10.387,,,Y,Y,35.91,real_public_processed_sample
11,952634,MN,0.322,3.86,13.744,,,Y,Y,35.91,real_public_processed_sample
11,952634,MN,0.412,4.94,19.414,,,Y,Y,35.91,real_public_processed_sample
11,952634,MN,0.475,5.7,22.135,,,N,N,35.91,real_public_processed_sample
11,952635,M,2.002,24.02,29.03,,Thin,N,N,35.91,real_public_processed_sample
11,952636,M,0.503,6.04,19.504,,,Y,N,35.91,real_public_processed_sample
11,952636,M,2.443,29.32,26.943,,Thin,Y,Y,35.91,real_public_processed_sample
11,952637,M,0.169,2.03,4.4,,,Y,N,35.91,real_public_processed_sample
11,952638,F,0.933,11.2,13.608,,,N,N,35.91,real_public_processed_sample
11,952639,M,0.139,1.67,4.491,,,Y,N,35.91,real_public_processed_sample
11,952639,M,0.216,2.59,8.528,,,Y,N,35.91,real_public_processed_sample
11,952639,M,0.849,10.19,27.216,,,Y,N,35.91,real_public_processed_sample
11,952640,M,0.295,3.54,17.237,,,Y,N,35.91,real_public_processed_sample
11,952641,F,0.336,4.03,10.659,,,Y,Y,35.91,real_public_processed_sample
11,952641,F,0.412,4.94,15.195,,,Y,Y,35.91,real_public_processed_sample
11,952641,F,0.511,6.13,18.144,,,Y,Y,35.91,real_public_processed_sample
11,952642,M,0.27,3.24,12.973,,,N,N,35.91,real_public_processed_sample
11,952643,F,0.27,3.24,10.886,,,N,N,35.91,real_public_processed_sample
11,952644,M,0.087,1.04,4.4,,,Y,Y,35.91,real_public_processed_sample
11,952645,M,0.087,1.04,4.173,,,Y,Y,35.91,real_public_processed_sample
11,952646,MN,0.177,2.12,8.119,,,Y,Y,35.91,real_public_processed_sample
11,952646,MN,0.234,2.81,11.204,,,Y,Y,35.91,real_public_processed_sample
11,952646,MN,0.3,3.6,15.876,,,Y,Y,35.91,real_public_processed_sample
11,952646,MN,0.398,4.78,22.407,,,N,Y,35.91,real_public_processed_sample
11,952646,MN,0.451,5.41,24.948,,,N,N,35.91,real_public_processed_sample
11,952647,M,0.168,2.02,6.35,,,Y,Y,35.91,real_public_processed_sample
11,952647,M,0.226,2.71,8.8,,,Y,Y,35.91,real_public_processed_sample
11,952647,M,0.599,7.19,21.727,,,Y,Y,35.91,real_public_processed_sample
11,952647,M,0.738,8.86,26.308,,,N,N,35.91,real_public_processed_sample
11,952647,M,0.985,11.82,29.846,,,Y,N,35.91,real_public_processed_sample
11,952647,M,1.407,16.88,26.127,,,Y,N,35.91,real_public_processed_sample
11,952648,FS,1.503,18.04,38.737,,,N,Y,35.91,real_public_processed_sample
11,952648,FS,1.553,18.64,39.825,,,N,N,35.91,real_public_processed_sample
11,952648,FS,1.579,18.95,41.504,,,N,N,35.91,real_public_processed_sample
11,952648,FS,2.158,25.9,44.724,,Heavy,Y,N,35.91,real_public_processed_sample
11,952648,FS,2.649,31.79,45.677,,Heavy,Y,N,35.91,real_public_processed_sample
11,952649,F,0.169,2.03,3.901,,,Y,Y,35.91,real_public_processed_sample
11,952650,MN,0.169,2.03,3.901,,,Y,Y,35.91,real_public_processed_sample
11,952650,MN,0.227,2.72,6.486,,,Y,Y,35.91,real_public_processed_sample
11,952650,MN,0.284,3.41,9.571,,,Y,Y,35.91,real_public_processed_sample
11,952650,MN,0.53,6.36,19.913,,,N,N,35.91,real_public_processed_sample
11,952650,MN,1.13,13.56,28.849,,,Y,Y,35.91,real_public_processed_sample
11,952650,MN,1.398,16.78,30.345,,,Y,N,35.91,real_public_processed_sample
11,952651,MN,2.001,24.01,50.122,,Heavy,Y,Y,35.91,real_public_processed_sample
11,952652,F,0.221,2.65,4.627,,,Y,N,35.91,real_public_processed_sample
11,952652,F,0.282,3.38,5.443,,,N,N,35.91,real_public_processed_sample
11,952652,F,0.289,3.47,8.845,,,Y,Y,35.91,real_public_processed_sample
11,952652,F,0.549,6.59,23.179,,,Y,Y,35.91,real_public_processed_sample
11,952652,F,0.604,7.25,25.31,,,N,Y,35.91,real_public_processed_sample
11,952652,F,0.955,11.46,29.257,,,N,N,35.91,real_public_processed_sample
11,952652,F,1.387,16.64,33.158,,,Y,Y,35.91,real_public_processed_sample
11,952652,F,2.196,26.35,33.657,,,N,N,35.91,real_public_processed_sample
11,952653,F,0.253,3.04,7.167,Thin,,N,N,35.91,real_public_processed_sample
11,952653,F,0.344,4.13,7.167,,,Y,N,35.91,real_public_processed_sample
11,952654,M,0.501,6.01,29.302,,,Y,Y,35.91,real_public_processed_sample
11,952654,M,0.578,6.94,27.715,,,Y,N,35.91,real_public_processed_sample
11,952655,F,0.169,2.03,3.629,,,Y,N,35.91,real_public_processed_sample
11,952656,FS,2.002,24.02,33.793,,,Y,N,35.91,real_public_processed_sample
11,952657,F,1.254,15.05,34.473,,,N,N,35.91,real_public_processed_sample
11,952658,MN,2.002,24.02,41.05,,,Y,N,35.91,real_public_processed_sample
11,952659,M,2.368,28.42,44.906,,,Y,N,35.91,real_public_processed_sample
11,952660,M,1.503,18.04,21.999,,,Y,N,35.91,real_public_processed_sample
11,952661,M,0.248,2.98,7.711,,,Y,Y,35.91,real_public_processed_sample
11,952662,F,0.116,1.39,2.948,,,Y,N,35.91,real_public_processed_sample
11,952662,F,0.174,2.09,5.352,,,Y,Y,35.91,real_public_processed_sample
11,952662,F,0.328,3.94,14.061,,,Y,Y,35.91,real_public_processed_sample
11,952663,M,1.207,14.48,52.617,,,Y,Y,35.91,real_public_processed_sample
11,952663,M,1.261,15.13,51.982,,,N,N,35.91,real_public_processed_sample
11,952663,M,1.3,15.6,52.163,,,N,N,35.91,real_public_processed_sample
11,952664,MN,1.503,18.04,22.68,,,Y,N,35.91,real_public_processed_sample
11,952665,F,0.388,4.66,27.76,,,N,N,35.91,real_public_processed_sample
11,952665,F,0.47,5.64,32.296,,,Y,Y,35.91,real_public_processed_sample
11,952665,F,2.848,34.18,35.834,,,N,N,35.91,real_public_processed_sample
11,952666,MN,0.13,1.56,4.354,,,Y,N,35.91,real_public_processed_sample
11,952666,MN,0.147,1.76,5.171,,,Y,Y,35.91,real_public_processed_sample
11,952666,MN,0.205,2.46,8.528,,,Y,Y,35.91,real_public_processed_sample
11,952666,MN,0.26,3.12,12.156,,,Y,Y,35.91,real_public_processed_sample
11,952666,MN,0.32,3.84,16.057,,,Y,N,35.91,real_public_processed_sample
11,952666,MN,0.377,4.52,20.412,,,Y,Y,35.91,real_public_processed_sample
11,952666,MN,0.783,9.4,33.203,,,N,N,35.91,real_public_processed_sample
11,952666,MN,0.831,9.97,34.927,,,Y,Y,35.91,real_public_processed_sample
11,952666,MN,1.335,16.02,38.102,,,Y,Y,35.91,real_public_processed_sample
11,952666,MN,1.564,18.77,36.197,,,N,N,35.91,real_public_processed_sample
11,952666,MN,2.039,24.47,37.467,,,N,N,35.91,real_public_processed_sample
11,952666,MN,2.193,26.32,37.648,,,N,N,35.91,real_public_processed_sample
11,952667,MN,0.125,1.5,3.629,,,Y,N,35.91,real_public_processed_sample
11,952667,MN,0.22,2.64,9.888,,,Y,Y,35.91,real_public_processed_sample
11,952667,MN,0.278,3.34,12.61,,,Y,Y,35.91,real_public_processed_sample
11,952667,MN,0.312,3.74,16.057,,,N,Y,35.91,real_public_processed_sample
11,952667,MN,0.336,4.03,17.509,,,Y,Y,35.91,real_public_processed_sample
11,952667,MN,0.412,4.94,22.407,,,Y,N,35.91,real_public_processed_sample
11,952667,MN,0.506,6.07,28.123,,,Y,Y,35.91,real_public_processed_sample
11,952667,MN,0.552,6.62,29.574,,,N,N,35.91,real_public_processed_sample
11,952667,MN,0.585,7.02,29.211,,,N,N,35.91,real_public_processed_sample
11,952667,MN,0.783,9.4,34.019,,,N,N,35.91,real_public_processed_sample
11,952667,MN,1.105,13.26,41.368,,,N,Y,35.91,real_public_processed_sample
11,952667,MN,1.379,16.55,41.368,,,Y,N,35.91,real_public_processed_sample
11,952667,MN,1.634,19.61,44.996,,,N,N,35.91,real_public_processed_sample
11,952667,MN,1.665,19.98,44.996,,,N,N,35.91,real_public_processed_sample
11,952668,MN,0.125,1.5,3.538,,,N,N,35.91,real_public_processed_sample
11,952668,MN,0.168,2.02,5.987,,,Y,Y,35.91,real_public_processed_sample
11,952668,MN,0.22,2.64,9.072,,,Y,Y,35.91,real_public_processed_sample
11,952668,MN,0.278,3.34,12.61,,,Y,Y,35.91,real_public_processed_sample
11,952668,MN,0.336,4.03,17.055,,,Y,N,35.91,real_public_processed_sample
11,952668,MN,0.342,4.1,17.418,,,N,N,35.91,real_public_processed_sample
11,952668,MN,0.412,4.94,21.954,,,Y,N,35.91,real_public_processed_sample
11,952668,MN,0.467,5.6,24.585,,,N,N,35.91,real_public_processed_sample
11,952668,MN,0.506,6.07,26.036,,,Y,Y,35.91,real_public_processed_sample
11,952668,MN,0.544,6.53,26.626,,,N,N,35.91,real_public_processed_sample
11,952668,MN,1.111,13.33,36.65,,,N,Y,35.91,real_public_processed_sample
11,952668,MN,1.379,16.55,36.741,,,Y,N,35.91,real_public_processed_sample
11,952668,MN,1.467,17.6,37.92,,,N,N,35.91,real_public_processed_sample
11,952668,MN,1.634,19.61,38.465,,,Y,N,35.91,real_public_processed_sample
11,952668,MN,1.665,19.98,38.465,,,N,Y,35.91,real_public_processed_sample
11,952668,MN,1.742,20.9,39.644,,,N,N,35.91,real_public_processed_sample
11,952668,MN,1.752,21.02,39.916,,,N,N,35.91,real_public_processed_sample
11,952669,F,0.571,6.85,22.498,,,N,N,35.91,real_public_processed_sample
11,952670,M,2.002,24.02,49.895,,Thin,Y,N,35.91,real_public_processed_sample
11,952670,M,2.078,24.94,49.442,,Thin,Y,N,35.91,real_public_processed_sample
11,952671,F,0.585,7.02,16.329,,,Y,Y,35.91,real_public_processed_sample
11,952671,F,0.62,7.44,16.602,Thin,,Y,N,35.91,real_public_processed_sample
11,952671,F,0.678,8.14,16.783,,,Y,N,35.91,real_public_processed_sample
11,952671,F,0.977,11.72,17.917,,,Y,N,35.91,real_public_processed_sample
11,952671,F,1.07,12.84,18.189,,,N,N,35.91,real_public_processed_sample
11,952672,M,0.305,3.66,14.334,,,Y,Y,35.91,real_public_processed_sample
11,952673,FS,0.213,2.56,7.711,,,Y,Y,35.91,real_public_processed_sample
11,952673,FS,0.27,3.24,11.113,,,Y,N,35.91,real_public_processed_sample
11,952673,FS,0.327,3.92,13.063,,,Y,Y,35.91,real_public_processed_sample
11,952673,FS,0.398,4.78,16.375,,,Y,N,35.91,real_public_processed_sample
11,952673,FS,0.418,5.02,17.599,,,N,Y,35.91,real_public_processed_sample
11,952673,FS,0.476,5.71,19.232,,,Y,N,35.91,real_public_processed_sample
11,952673,FS,0.673,8.08,22.135,,,Y,N,35.91,real_public_processed_sample
11,952673,FS,0.903,10.84,24.358,,,Y,N,35.91,real_public_processed_sample
11,952674,M,0.394,4.73,19.323,,,Y,Y,35.91,real_public_processed_sample
11,952674,M,0.566,6.79,26.308,,,Y,Y,35.91,real_public_processed_sample
11,952675,M,0.238,2.86,7.394,,,Y,Y,35.91,real_public_processed_sample
11,952675,M,0.313,3.76,13.109,,,Y,N,35.91,real_public_processed_sample
11,952675,M,0.489,5.87,24.222,,,N,N,35.91,real_public_processed_sample
11,952675,M,0.539,6.47,25.129,,,N,N,35.91,real_public_processed_sample
11,952676,M,2.001,24.01,23.36,,Thin,Y,N,35.91,real_public_processed_sample
11,952677,MN,1.087,13.04,48.716,,,Y,Y,35.91,real_public_processed_sample
11,952677,MN,2.059,24.71,62.505,,,N,N,35.91,real_public_processed_sample
11,952677,MN,2.539,30.47,62.777,,,N,N,35.91,real_public_processed_sample
11,952678,FS,0.169,2.03,3.311,,,Y,N,35.91,real_public_processed_sample
11,952678,FS,0.464,5.57,15.195,,,Y,Y,35.91,real_public_processed_sample
11,952678,FS,0.503,6.04,16.556,,,N,N,35.91,real_public_processed_sample
11,952678,FS,1.135,13.62,24.902,,,Y,Y,35.91,real_public_processed_sample
11,952678,FS,2.023,24.28,25.537,,,Y,N,35.91,real_public_processed_sample
11,952679,F,0.336,4.03,12.111,,,Y,N,35.91,real_public_processed_sample
11,952680,M,0.182,2.18,7.802,,,Y,N,35.91,real_public_processed_sample
11,952680,M,0.398,4.78,19.323,,,Y,N,35.91,real_public_processed_sample
11,952680,M,0.853,10.24,29.62,,,Y,N,35.91,real_public_processed_sample
11,952681,M,1.753,21.04,23.723,,,N,N,35.91,real_public_processed_sample
11,952682,M,0.169,2.03,7.303,,,N,N,35.91,real_public_processed_sample
11,952683,F,0.27,3.24,11.567,,,N,N,35.91,real_public_processed_sample
11,952684,MN,0.319,3.83,12.156,,,Y,N,35.91,real_public_processed_sample
11,952685,FS,0.513,6.16,21.001,,,N,N,35.91,real_public_processed_sample
11,952686,FS,0.171,2.05,2.54,,,Y,N,35.91,real_public_processed_sample
11,952686,FS,0.228,2.74,5.398,,,Y,N,35.91,real_public_processed_sample
11,952686,FS,0.439,5.27,14.515,,,Y,N,35.91,real_public_processed_sample
11,952686,FS,0.456,5.47,14.379,,,N,N,35.91,real_public_processed_sample
11,952686,FS,0.475,5.7,15.422,,,N,N,35.91,real_public_processed_sample
11,952686,FS,0.494,5.93,15.422,,,N,N,35.91,real_public_processed_sample
11,952686,FS,0.513,6.16,15.513,,,N,N,35.91,real_public_processed_sample
11,952686,FS,0.533,6.4,17.781,,,Y,N,35.91,real_public_processed_sample
11,952686,FS,0.552,6.62,17.191,,,N,N,35.91,real_public_processed_sample
11,952686,FS,0.571,6.85,16.874,,,Y,N,35.91,real_public_processed_sample
11,952686,FS,0.59,7.08,17.599,,,Y,N,35.91,real_public_processed_sample
11,952686,FS,0.609,7.31,18.144,,,Y,N,35.91,real_public_processed_sample
11,952686,FS,0.859,10.31,22.407,,,Y,Y,35.91,real_public_processed_sample
11,952686,FS,0.993,11.92,23.496,,,N,N,35.91,real_public_processed_sample
11,952686,FS,1.522,18.26,23.36,,,Y,N,35.91,real_public_processed_sample
11,952686,FS,1.538,18.46,20.729,,,N,N,35.91,real_public_processed_sample
11,952686,FS,1.557,18.68,21.682,,,N,N,35.91,real_public_processed_sample
11,952686,FS,1.576,18.91,21.364,,,N,Y,35.91,real_public_processed_sample
11,952686,FS,1.604,19.25,22.045,,,N,N,35.91,real_public_processed_sample
11,952686,FS,1.686,20.23,22.544,,,N,N,35.91,real_public_processed_sample
11,952686,FS,1.705,20.46,23.179,,,N,N,35.91,real_public_processed_sample
11,952686,FS,1.744,20.93,24.04,,,N,N,35.91,real_public_processed_sample
11,952686,FS,1.782,21.38,22.135,,,N,N,35.91,real_public_processed_sample
11,952686,FS,1.944,23.33,25.764,,,N,N,35.91,real_public_processed_sample
11,952686,FS,2.018,24.22,25.9,,,Y,Y,35.91,real_public_processed_sample
11,952686,FS,2.078,24.94,25.991,,,N,N,35.91,real_public_processed_sample
11,952686,FS,2.278,27.34,25.22,,,Y,N,35.91,real_public_processed_sample
11,952686,FS,2.445,29.34,24.766,,,Y,N,35.91,real_public_processed_sample
11,952686,FS,2.483,29.8,25.583,,,N,N,35.91,real_public_processed_sample
11,952686,FS,2.56,30.72,23.36,,,Y,Y,35.91,real_public_processed_sample
11,952686,FS,2.599,31.19,23.36,,,N,N,35.91,real_public_processed_sample
11,952686,FS,2.618,31.42,23.36,,,Y,N,35.91,real_public_processed_sample
11,952686,FS,2.637,31.64,23.36,,,Y,N,35.91,real_public_processed_sample
11,952686,FS,2.656,31.87,23.36,,,Y,N,35.91,real_public_processed_sample
11,952686,FS,2.678,32.14,22.589,,Thin,N,Y,35.91,real_public_processed_sample
11,952686,FS,2.752,33.02,23.814,,,N,N,35.91,real_public_processed_sample
11,952686,FS,2.771,33.25,23.587,,,N,N,35.91,real_public_processed_sample
